PK_Calendario;Fecha;Año;Mes;Trimestre;NombreMes;NombreTrimestre;MesAño;DiasTotales;DiasHabiles;CoeficienteIPI;CoeficienteICM
20100901;2010-09-01;2010;9;3;Septiembre;Trim. 3;2010-09-01;30;22;2;1,44
20101001;2010-10-01;2010;10;4;Octubre;Trim. 4;2010-10-01;31;20;-7,5;-8,27
20101101;2010-11-01;2010;11;4;Noviembre;Trim. 4;2010-11-01;30;20;-5;-5,7
20101201;2010-12-01;2010;12;4;Diciembre;Trim. 4;2010-12-01;31;20;-7,5;-8,27
20110101;2011-01-01;2011;1;1;Enero;Trim. 1;2011-01-01;31;20;-7,5;-8,27
20110201;2011-02-01;2011;2;1;Febrero;Trim. 1;2011-02-01;31;20;-7,5;-8,27
20110301;2011-03-01;2011;3;1;Marzo;Trim. 1;2011-03-01;31;23;3;2,44
20110401;2011-04-01;2011;4;2;Abril;Trim. 2;2011-04-01;30;18;-12;-12,84
20110501;2011-05-01;2011;5;2;Mayo;Trim. 2;2011-05-01;31;22;-0,5;-1,13
20110601;2011-06-01;2011;6;2;Junio;Trim. 2;2011-06-01;30;22;2;1,44
20110701;2011-07-01;2011;7;3;Julio;Trim. 3;2011-07-01;31;20;-7,5;-8,27
20110801;2011-08-01;2011;8;3;Agosto;Trim. 3;2011-08-01;31;22;-0,5;-1,13
20110901;2011-09-01;2011;9;3;Septiembre;Trim. 3;2011-09-01;30;22;2;1,44
20111001;2011-10-01;2011;10;4;Octubre;Trim. 4;2011-10-01;31;20;-7,5;-8,27
20111101;2011-11-01;2011;11;4;Noviembre;Trim. 4;2011-11-01;30;21;-1,5;-2,13
20111201;2011-12-01;2011;12;4;Diciembre;Trim. 4;2011-12-01;31;19;-11;-11,84
20120101;2012-01-01;2012;1;1;Enero;Trim. 1;2012-01-01;31;21;-4;-4,7
20120201;2012-02-01;2012;2;1;Febrero;Trim. 1;2012-02-01;29;21;1;0,440000000000001
20120301;2012-03-01;2012;3;1;Marzo;Trim. 1;2012-03-01;31;21;-4;-4,7
20120401;2012-04-01;2012;4;2;Abril;Trim. 2;2012-04-01;30;18;-12;-12,84
20120501;2012-05-01;2012;5;2;Mayo;Trim. 2;2012-05-01;31;22;-0,5;-1,13
20120601;2012-06-01;2012;6;2;Junio;Trim. 2;2012-06-01;30;21;-1,5;-2,13
20120701;2012-07-01;2012;7;3;Julio;Trim. 3;2012-07-01;31;22;-0,5;-1,13
20120801;2012-08-01;2012;8;3;Agosto;Trim. 3;2012-08-01;31;22;-0,5;-1,13
20120901;2012-09-01;2012;9;3;Septiembre;Trim. 3;2012-09-01;30;20;-5;-5,7
20121001;2012-10-01;2012;10;4;Octubre;Trim. 4;2012-10-01;31;22;-0,5;-1,13
20121101;2012-11-01;2012;11;4;Noviembre;Trim. 4;2012-11-01;30;21;-1,5;-2,13
20121201;2012-12-01;2012;12;4;Diciembre;Trim. 4;2012-12-01;31;18;-14,5;-15,41
20130101;2013-01-01;2013;1;1;Enero;Trim. 1;2013-01-01;31;22;-0,5;-1,13
20130201;2013-02-01;2013;2;1;Febrero;Trim. 1;2013-02-01;28;20;0;-0,559999999999999
20130301;2013-03-01;2013;3;1;Marzo;Trim. 1;2013-03-01;31;19;-11;-11,84
20130401;2013-04-01;2013;4;2;Abril;Trim. 2;2013-04-01;30;21;-1,5;-2,13
20130501;2013-05-01;2013;5;2;Mayo;Trim. 2;2013-05-01;31;22;-0,5;-1,13
20130601;2013-06-01;2013;6;2;Junio;Trim. 2;2013-06-01;30;20;-5;-5,7
20130701;2013-07-01;2013;7;3;Julio;Trim. 3;2013-07-01;31;22;-0,5;-1,13
20130801;2013-08-01;2013;8;3;Agosto;Trim. 3;2013-08-01;31;21;-4;-4,7
20130901;2013-09-01;2013;9;3;Septiembre;Trim. 3;2013-09-01;30;21;-1,5;-2,13
20131001;2013-10-01;2013;10;4;Octubre;Trim. 4;2013-10-01;31;23;3;2,44
20131101;2013-11-01;2013;11;4;Noviembre;Trim. 4;2013-11-01;30;20;-5;-5,7
20131201;2013-12-01;2013;12;4;Diciembre;Trim. 4;2013-12-01;31;20;-7,5;-8,27
20140101;2014-01-01;2014;1;1;Enero;Trim. 1;2014-01-01;31;21;-4;-4,7
20140201;2014-02-01;2014;2;1;Febrero;Trim. 1;2014-02-01;28;19;-3,5;-4,13
20140301;2014-03-01;2014;3;1;Marzo;Trim. 1;2014-03-01;31;21;-4;-4,7
20140401;2014-04-01;2014;4;2;Abril;Trim. 2;2014-04-01;30;19;-8,5;-9,27
20140501;2014-05-01;2014;5;2;Mayo;Trim. 2;2014-05-01;31;21;-4;-4,7
20140601;2014-06-01;2014;6;2;Junio;Trim. 2;2014-06-01;30;21;-1,5;-2,13
20140701;2014-07-01;2014;7;3;Julio;Trim. 3;2014-07-01;31;22;-0,5;-1,13
20140801;2014-08-01;2014;8;3;Agosto;Trim. 3;2014-08-01;31;20;-7,5;-8,27
20140901;2014-09-01;2014;9;3;Septiembre;Trim. 3;2014-09-01;30;22;2;1,44
20141001;2014-10-01;2014;10;4;Octubre;Trim. 4;2014-10-01;31;23;3;2,44
20141101;2014-11-01;2014;11;4;Noviembre;Trim. 4;2014-11-01;30;20;-5;-5,7
20141201;2014-12-01;2014;12;4;Diciembre;Trim. 4;2014-12-01;31;20;-7,5;-8,27
20150101;2015-01-01;2015;1;1;Enero;Trim. 1;2015-01-01;31;20;-7,5;-8,27
20150201;2015-02-01;2015;2;1;Febrero;Trim. 1;2015-02-01;28;20;0;-0,559999999999999
20150301;2015-03-01;2015;3;1;Marzo;Trim. 1;2015-03-01;31;21;-4;-4,7
20150401;2015-04-01;2015;4;2;Abril;Trim. 2;2015-04-01;30;19;-8,5;-9,27
20150501;2015-05-01;2015;5;2;Mayo;Trim. 2;2015-05-01;31;20;-7,5;-8,27
20150601;2015-06-01;2015;6;2;Junio;Trim. 2;2015-06-01;30;22;2;1,44
20150701;2015-07-01;2015;7;3;Julio;Trim. 3;2015-07-01;31;22;-0,5;-1,13
20150801;2015-08-01;2015;8;3;Agosto;Trim. 3;2015-08-01;31;21;-4;-4,7
20150901;2015-09-01;2015;9;3;Septiembre;Trim. 3;2015-09-01;30;22;2;1,44
20151001;2015-10-01;2015;10;4;Octubre;Trim. 4;2015-10-01;31;21;-4;-4,7
20151101;2015-11-01;2015;11;4;Noviembre;Trim. 4;2015-11-01;30;20;-5;-5,7
20151201;2015-12-01;2015;12;4;Diciembre;Trim. 4;2015-12-01;31;20;-7,5;-8,27
20160101;2016-01-01;2016;1;1;Enero;Trim. 1;2016-01-01;31;19;-11;-11,84
20160201;2016-02-01;2016;2;1;Febrero;Trim. 1;2016-02-01;29;21;1;0,440000000000001
20160301;2016-03-01;2016;3;1;Marzo;Trim. 1;2016-03-01;31;20;-7,5;-8,27
20160401;2016-04-01;2016;4;2;Abril;Trim. 2;2016-04-01;30;21;-1,5;-2,13
20160501;2016-05-01;2016;5;2;Mayo;Trim. 2;2016-05-01;31;22;-0,5;-1,13
20160601;2016-06-01;2016;6;2;Junio;Trim. 2;2016-06-01;30;22;2;1,44
20160701;2016-07-01;2016;7;3;Julio;Trim. 3;2016-07-01;31;20;-7,5;-8,27
20160801;2016-08-01;2016;8;3;Agosto;Trim. 3;2016-08-01;31;22;-0,5;-1,13
20160901;2016-09-01;2016;9;3;Septiembre;Trim. 3;2016-09-01;30;22;2;1,44
20161001;2016-10-01;2016;10;4;Octubre;Trim. 4;2016-10-01;31;20;-7,5;-8,27
20161101;2016-11-01;2016;11;4;Noviembre;Trim. 4;2016-11-01;30;21;-1,5;-2,13
20161201;2016-12-01;2016;12;4;Diciembre;Trim. 4;2016-12-01;31;19;-11;-11,84
20170101;2017-01-01;2017;1;1;Enero;Trim. 1;2017-01-01;31;20;-7,5;-8,27
20170201;2017-02-01;2017;2;1;Febrero;Trim. 1;2017-02-01;28;20;0;-0,559999999999999
20170301;2017-03-01;2017;3;1;Marzo;Trim. 1;2017-03-01;31;23;3;2,44
20170401;2017-04-01;2017;4;2;Abril;Trim. 2;2017-04-01;30;17;-15,5;-16,41
20170501;2017-05-01;2017;5;2;Mayo;Trim. 2;2017-05-01;31;22;-0,5;-1,13
20170601;2017-06-01;2017;6;2;Junio;Trim. 2;2017-06-01;30;22;2;1,44
20170701;2017-07-01;2017;7;3;Julio;Trim. 3;2017-07-01;31;20;-7,5;-8,27
20170801;2017-08-01;2017;8;3;Agosto;Trim. 3;2017-08-01;31;22;-0,5;-1,13
20170901;2017-09-01;2017;9;3;Septiembre;Trim. 3;2017-09-01;30;21;-1,5;-2,13
20171001;2017-10-01;2017;10;4;Octubre;Trim. 4;2017-10-01;31;21;-4;-4,7
20171101;2017-11-01;2017;11;4;Noviembre;Trim. 4;2017-11-01;30;21;-1,5;-2,13
20171201;2017-12-01;2017;12;4;Diciembre;Trim. 4;2017-12-01;31;17;-18;-18,98
20180101;2018-01-01;2018;1;1;Enero;Trim. 1;2018-01-01;31;20;-7,5;-8,27
20180201;2018-02-01;2018;2;1;Febrero;Trim. 1;2018-02-01;28;20;0;-0,559999999999999
20180301;2018-03-01;2018;3;1;Marzo;Trim. 1;2018-03-01;31;20;-7,5;-8,27
20180401;2018-04-01;2018;4;2;Abril;Trim. 2;2018-04-01;30;20;-5;-5,7
20180501;2018-05-01;2018;5;2;Mayo;Trim. 2;2018-05-01;31;22;-0,5;-1,13
20180601;2018-06-01;2018;6;2;Junio;Trim. 2;2018-06-01;30;21;-1,5;-2,13
20180701;2018-07-01;2018;7;3;Julio;Trim. 3;2018-07-01;31;22;-0,5;-1,13
20180801;2018-08-01;2018;8;3;Agosto;Trim. 3;2018-08-01;31;22;-0,5;-1,13
20180901;2018-09-01;2018;9;3;Septiembre;Trim. 3;2018-09-01;30;20;-5;-5,7
20181001;2018-10-01;2018;10;4;Octubre;Trim. 4;2018-10-01;31;22;-0,5;-1,13
20181101;2018-11-01;2018;11;4;Noviembre;Trim. 4;2018-11-01;30;21;-1,5;-2,13
20181201;2018-12-01;2018;12;4;Diciembre;Trim. 4;2018-12-01;31;18;-14,5;-15,41
